Location,Size (sqft),Bedrooms,Bathrooms,Year Built,Garage,Balcony,Garden,Flooring_Type,Kitchen,Dining,Lift,Floor,Price
Motihar,2780,3,3,2012,No,0,Yes,Tile,2,1,No,6,9761670
Shah Makhdum,1349,2,2,2002,No,0,No,Cement,2,1,Yes,5,4170066
Boalia,2773,2,1,1996,No,1,No,Cement,1,1,Yes,7,8768020
Rajpara,2992,1,3,1991,Yes,2,Yes,Wood,2,1,Yes,4,11333913
Rajpara,616,1,3,1992,No,0,No,Tile,1,1,Yes,5,2455749
Rajpara,2001,1,3,2012,No,0,No,Wood,2,1,Yes,9,7487923
Motihar,1417,3,2,1996,Yes,1,No,Cement,1,1,Yes,9,5491921
Boalia,2707,4,2,1993,No,1,No,Tile,2,1,No,4,8750926
Shah Makhdum,2260,1,2,1997,Yes,1,No,Marble,1,1,Yes,6,7586691
Shah Makhdum,1066,1,1,2021,No,2,No,Cement,1,1,Yes,2,3698876
Rajpara,1227,1,3,2008,Yes,2,Yes,Wood,1,1,Yes,3,4796024
Boalia,1810,3,2,2001,No,2,No,Wood,1,1,No,9,6370737
Boalia,1199,5,2,1999,No,1,No,Wood,1,1,No,6,4186859
Boalia,2338,4,3,2003,No,0,No,Wood,1,1,No,8,8650078
Paba,1984,5,3,2016,No,2,No,Wood,2,1,Yes,5,6540285
Paba,2446,2,1,2010,No,1,No,Cement,2,1,No,2,7683892
Rajpara,2455,2,1,2009,No,2,No,Tile,1,1,Yes,7,9259337
Boalia,2487,1,1,1993,No,0,No,Wood,1,1,Yes,6,9045855
Boalia,1279,5,2,2008,Yes,0,Yes,Wood,1,1,No,2,4580143
Shah Makhdum,2435,3,2,2018,No,1,Yes,Marble,1,1,No,6,7340250
Shah Makhdum,2777,4,3,1996,Yes,0,No,Marble,2,1,Yes,8,8426016
Rajpara,748,5,1,2022,Yes,1,Yes,Tile,1,1,Yes,1,3083427
Boalia,2095,5,3,1997,No,1,No,Cement,2,1,Yes,4,7783916
Rajpara,1417,4,1,2000,No,1,No,Cement,2,1,Yes,1,5965461
Shah Makhdum,2344,5,1,2022,Yes,1,No,Tile,1,1,Yes,2,7660434
Shah Makhdum,2246,5,1,2014,No,0,No,Tile,1,1,No,1,7816140
Paba,2272,4,1,2022,No,0,No,Tile,2,1,Yes,6,7130961
Rajpara,1978,3,3,2015,No,0,No,Wood,2,1,No,6,7978327
Rajpara,2539,4,3,2000,Yes,0,Yes,Cement,1,1,No,1,10798275
Boalia,1257,1,2,2019,No,1,No,Tile,1,1,Yes,4,4215146
Boalia,1653,1,1,2022,Yes,1,Yes,Marble,1,1,No,4,5511837
Paba,1176,1,3,1999,No,0,Yes,Wood,2,1,Yes,8,3860658
Motihar,1322,1,1,2018,Yes,2,No,Wood,2,1,Yes,6,5475544
Motihar,2869,2,1,2014,Yes,2,No,Wood,1,1,Yes,2,11731892
Motihar,2241,3,2,2021,No,2,Yes,Wood,2,1,Yes,5,8029324
Rajpara,1283,2,2,1993,No,0,No,Tile,2,1,No,4,5222003
Rajpara,1341,5,3,2011,Yes,1,No,Wood,1,1,No,10,5401601
Shah Makhdum,2645,5,3,2002,Yes,1,Yes,Marble,1,1,Yes,4,7961422
Rajpara,2227,4,2,1995,No,2,No,Marble,2,1,No,8,8814979
Rajpara,2735,1,3,2006,Yes,2,No,Tile,2,1,Yes,5,10863739
Rajpara,2088,4,3,2015,No,1,No,Wood,1,1,No,3,7918736
Paba,649,5,2,2013,Yes,2,No,Marble,1,1,Yes,10,2124130
Rajpara,702,1,1,1998,Yes,2,Yes,Cement,1,1,Yes,4,2803908
Boalia,967,3,1,1991,Yes,1,Yes,Wood,1,1,Yes,1,3401349
Boalia,1535,5,2,2009,No,2,Yes,Tile,1,1,Yes,6,5478423
Shah Makhdum,2314,4,1,2016,Yes,2,No,Cement,2,1,Yes,10,7977861
Paba,2402,4,1,1995,Yes,0,Yes,Wood,2,1,No,4,7254005
Boalia,2020,5,2,2016,No,2,Yes,Cement,2,1,Yes,6,7127925
Paba,2400,2,3,2013,No,0,Yes,Wood,2,1,No,2,6825878
Paba,2905,3,2,2004,Yes,1,No,Wood,1,1,No,5,8894210
Shah Makhdum,2595,5,2,2022,No,0,Yes,Marble,1,1,Yes,9,8106613
Paba,2567,5,1,1999,No,1,No,Cement,1,1,Yes,8,7927072
Rajpara,989,4,2,2010,Yes,0,No,Cement,2,1,No,3,3798350
Paba,1966,1,1,1995,Yes,0,No,Tile,2,1,Yes,1,6152473
Shah Makhdum,1372,1,2,2019,No,0,Yes,Tile,2,1,Yes,10,4494806
Shah Makhdum,993,1,3,2012,No,2,Yes,Cement,1,1,Yes,3,3161384
Shah Makhdum,1282,4,1,1992,No,2,No,Marble,2,1,Yes,8,3771477
Boalia,869,1,2,2015,Yes,2,No,Marble,1,1,No,3,3118734
Rajpara,748,5,1,2019,Yes,2,No,Wood,1,1,Yes,5,3206992
Boalia,1410,2,2,2007,No,2,Yes,Tile,1,1,Yes,2,4610350
Motihar,627,2,2,2006,Yes,0,Yes,Tile,1,1,Yes,1,2184710
Rajpara,2927,2,2,2010,No,2,No,Tile,1,1,No,10,10629854
Paba,1805,1,1,2013,No,1,No,Wood,1,1,No,5,4907959
Shah Makhdum,765,2,1,1993,Yes,0,No,Marble,2,1,Yes,5,2615477
Motihar,2664,1,3,2014,No,0,No,Tile,1,1,Yes,6,10584038
Rajpara,1773,5,3,2013,No,1,No,Wood,1,1,Yes,2,6669739
Boalia,938,5,3,2016,No,2,No,Cement,2,1,Yes,9,3556879
Shah Makhdum,1668,4,3,2020,Yes,1,No,Marble,1,1,Yes,2,4948317
Boalia,1441,4,2,2009,Yes,0,No,Cement,2,1,No,2,4916567
Rajpara,788,3,1,2005,No,0,No,Tile,2,1,Yes,5,3121809
Rajpara,1250,5,2,2020,Yes,0,No,Wood,2,1,Yes,9,4575895
Motihar,893,1,1,1996,No,1,No,Marble,1,1,No,4,3289883
Paba,2457,3,1,2007,Yes,2,No,Tile,1,1,Yes,6,6784092
Boalia,1922,5,2,1997,No,0,Yes,Marble,2,1,Yes,2,7116862
Motihar,2247,1,2,2016,Yes,2,No,Wood,1,1,Yes,4,7764709
Shah Makhdum,1402,5,1,2003,No,0,No,Wood,1,1,Yes,9,4053136
Paba,1030,5,3,2007,Yes,2,No,Tile,2,1,No,2,3233684
Motihar,2118,1,3,1990,No,1,Yes,Marble,2,1,Yes,1,8500475
Boalia,1086,5,1,2020,Yes,0,No,Wood,1,1,Yes,4,3797677
Rajpara,688,5,2,2009,No,0,Yes,Marble,2,1,Yes,4,2651757
Shah Makhdum,870,5,2,1995,Yes,0,No,Marble,2,1,No,1,2637257
Boalia,2556,4,1,1990,No,1,No,Cement,2,1,Yes,4,8260786
Paba,2372,2,2,2008,No,1,Yes,Tile,1,1,Yes,3,7093556
Paba,1499,5,1,2016,Yes,2,Yes,Tile,1,1,No,2,4488985
Rajpara,2344,1,1,2005,No,1,No,Marble,1,1,Yes,10,9293417
Rajpara,877,5,1,2003,Yes,0,Yes,Cement,2,1,No,4,3703229
Shah Makhdum,2600,4,2,1996,No,2,No,Marble,1,1,Yes,8,7654028
Shah Makhdum,2853,4,3,2009,No,1,No,Tile,2,1,Yes,7,9440024
Rajpara,2975,5,1,2020,Yes,2,Yes,Tile,1,1,Yes,9,11665730
Rajpara,2233,3,2,2011,Yes,2,No,Marble,1,1,Yes,8,8469232
Paba,1461,2,3,2009,Yes,2,Yes,Marble,2,1,Yes,1,4542185
Rajpara,2983,1,1,2004,No,0,No,Marble,1,1,Yes,2,11210538
Motihar,1205,1,3,2014,Yes,0,No,Tile,2,1,Yes,2,4332573
Boalia,1661,1,2,1990,No,1,No,Marble,1,1,Yes,8,6393159
Rajpara,1613,1,3,2006,No,0,No,Marble,1,1,Yes,4,6953538
Shah Makhdum,2106,4,3,2005,No,2,No,Wood,2,1,No,9,7004911
Motihar,1307,2,2,2010,Yes,2,Yes,Tile,2,1,Yes,2,4783593
Shah Makhdum,1577,5,1,2016,No,0,No,Marble,2,1,No,4,5083459
Motihar,2417,5,2,2013,No,2,No,Cement,1,1,Yes,1,8498723
Rajpara,1405,3,2,1991,No,0,No,Tile,1,1,Yes,3,5433361
Boalia,2133,5,1,2014,Yes,2,Yes,Marble,1,1,Yes,6,6820436
Shah Makhdum,1319,2,1,2008,Yes,1,No,Marble,2,1,No,9,4313926
Motihar,1548,5,2,2002,Yes,1,Yes,Wood,2,1,No,1,6302986
Paba,1073,4,1,2018,No,0,No,Wood,2,1,Yes,5,3418289
Rajpara,1167,5,1,2021,Yes,0,No,Tile,1,1,No,2,5000437
Boalia,2858,1,2,1995,No,0,No,Wood,1,1,Yes,7,9352004
Rajpara,1681,1,2,1998,Yes,0,Yes,Wood,2,1,Yes,4,6925833
Paba,814,1,2,1990,No,0,No,Tile,1,1,No,5,2665072
Boalia,1499,1,2,2013,No,2,Yes,Cement,2,1,No,8,5543715
Paba,2401,4,3,1999,No,1,No,Marble,1,1,No,2,6487584
Rajpara,2582,4,3,1995,Yes,2,Yes,Marble,1,1,Yes,3,11117692
Motihar,1696,4,1,2009,Yes,1,No,Wood,2,1,Yes,5,6710041
Rajpara,1894,5,3,2001,Yes,2,No,Marble,1,1,Yes,10,7003348
Rajpara,1857,1,3,1992,Yes,2,No,Wood,1,1,Yes,4,7151414
Rajpara,783,3,3,2007,No,2,Yes,Tile,2,1,No,5,2892411
Shah Makhdum,1273,3,1,2010,No,0,No,Tile,2,1,Yes,3,4260831
Paba,2281,1,3,2008,No,1,No,Tile,1,1,Yes,9,6163522
Paba,2969,2,2,2014,Yes,0,No,Marble,2,1,Yes,8,8843799
Paba,1034,5,2,2007,No,0,Yes,Wood,1,1,Yes,6,3412081
Shah Makhdum,1666,3,1,2019,No,2,No,Wood,2,1,Yes,1,5705589
Motihar,1936,4,1,1999,No,1,No,Marble,1,1,Yes,4,7485134
Rajpara,2940,2,1,2011,Yes,1,No,Tile,1,1,No,7,12216133
Motihar,1287,4,3,1993,No,1,No,Cement,2,1,Yes,10,4991971
Shah Makhdum,1487,2,1,1992,No,1,No,Wood,1,1,No,5,5054225
Paba,668,2,1,2017,No,0,No,Wood,1,1,Yes,4,2158702
Rajpara,2703,5,1,2011,No,0,Yes,Marble,2,1,Yes,9,11388479
Boalia,1019,4,2,2001,Yes,1,No,Cement,2,1,Yes,8,3339643
Boalia,842,4,1,2002,Yes,0,No,Tile,1,1,No,3,2871864
Motihar,2097,3,2,2022,No,1,Yes,Wood,2,1,Yes,6,8421867
Paba,2279,1,2,2008,No,0,No,Marble,2,1,Yes,4,7278913
Boalia,2724,1,1,2006,Yes,2,No,Cement,1,1,Yes,7,9779601
Motihar,2608,3,1,1993,No,2,Yes,Marble,1,1,Yes,1,10334852
Shah Makhdum,2101,2,3,1997,No,1,Yes,Cement,2,1,No,1,6285517
Motihar,1039,3,1,2022,No,1,No,Marble,2,1,No,6,3847651
Motihar,1886,3,1,1990,Yes,0,Yes,Cement,2,1,Yes,10,7216446
Motihar,1808,4,1,1994,No,1,Yes,Wood,1,1,Yes,7,7535054
Rajpara,1678,3,1,2021,No,1,No,Cement,1,1,No,9,7113667
Motihar,1931,2,1,1990,No,0,No,Tile,1,1,Yes,7,6886701
Motihar,1853,1,1,2011,No,1,No,Wood,1,1,Yes,9,6833547
Rajpara,1214,5,3,2018,No,1,No,Tile,1,1,Yes,10,4581051
Rajpara,1019,3,3,2006,No,2,No,Wood,1,1,Yes,9,3792521
Shah Makhdum,2500,3,1,2019,Yes,2,No,Cement,1,1,Yes,8,7391968
Paba,875,4,3,1990,No,2,No,Wood,2,1,No,7,2869494
Boalia,2184,4,2,1993,No,1,Yes,Marble,2,1,Yes,3,8265661
Boalia,2366,3,3,1998,Yes,0,Yes,Cement,1,1,Yes,3,8253249
Motihar,2312,3,2,2021,No,2,No,Marble,1,1,No,5,8870898
Shah Makhdum,2737,2,1,1994,No,1,No,Marble,1,1,Yes,7,9351558
Motihar,2929,1,2,2003,No,2,Yes,Marble,2,1,Yes,10,11461520
Boalia,1794,1,1,2015,Yes,0,Yes,Marble,1,1,Yes,7,6571171
Rajpara,1410,5,3,2012,No,0,No,Tile,2,1,Yes,1,5968408
Paba,1978,1,2,2011,Yes,0,Yes,Cement,2,1,No,8,5913858
Shah Makhdum,1912,5,2,2016,Yes,0,No,Marble,2,1,No,1,6699394
Rajpara,1349,4,2,2014,No,0,Yes,Tile,2,1,Yes,4,5534531
Paba,1796,5,1,1993,No,0,Yes,Wood,2,1,No,2,5531843
Shah Makhdum,900,5,1,2021,No,1,No,Marble,1,1,Yes,5,2673241
Shah Makhdum,1199,1,3,1998,Yes,2,No,Marble,1,1,No,6,4211070
Boalia,1128,3,3,1991,No,0,No,Tile,2,1,Yes,4,3609084
Rajpara,2787,4,1,2014,Yes,2,No,Wood,1,1,Yes,4,12230774
Shah Makhdum,877,2,3,1999,No,2,No,Wood,2,1,Yes,7,3036842
Shah Makhdum,1262,5,2,2014,No,1,No,Tile,2,1,Yes,4,4326273
Paba,1969,5,2,2018,No,0,No,Marble,1,1,Yes,2,6112089
Boalia,2761,5,2,1994,Yes,0,No,Cement,1,1,Yes,4,9873890
Motihar,1179,3,3,2003,Yes,1,Yes,Tile,1,1,No,7,4925191
Boalia,2130,2,2,2022,No,1,No,Cement,1,1,Yes,1,8161730
Motihar,1989,1,2,2016,Yes,1,No,Marble,1,1,No,4,8029579
Rajpara,1290,4,1,1994,No,1,Yes,Marble,2,1,Yes,6,4733641
Rajpara,1236,3,1,2004,No,1,Yes,Wood,1,1,Yes,8,4817598
Shah Makhdum,2448,2,3,1992,Yes,2,No,Marble,1,1,No,8,8406906
Rajpara,2645,4,1,1990,No,1,No,Wood,1,1,Yes,9,11008533
Shah Makhdum,1422,1,3,2013,No,0,Yes,Wood,2,1,No,5,4206393
Boalia,2473,4,3,2001,Yes,0,Yes,Marble,1,1,No,2,8392803
Rajpara,1474,5,1,2003,Yes,1,No,Wood,2,1,Yes,3,5329306
Boalia,1539,5,1,2009,Yes,1,No,Marble,1,1,Yes,2,5809666
Boalia,2282,3,3,2003,No,1,Yes,Wood,1,1,Yes,9,8381566
Rajpara,1541,4,3,2003,No,1,No,Wood,2,1,Yes,6,6084929
Boalia,2498,5,3,2008,Yes,1,Yes,Marble,1,1,Yes,1,9198314
Rajpara,2650,3,2,2009,Yes,0,No,Cement,1,1,No,3,11518855
Rajpara,2346,3,2,2012,No,2,No,Tile,2,1,Yes,7,8970900
Rajpara,624,3,1,1990,No,1,No,Marble,1,1,Yes,7,2389079
Motihar,2466,1,2,1993,No,1,No,Wood,2,1,Yes,5,9338286
Boalia,660,5,2,2006,Yes,1,Yes,Tile,2,1,No,3,2405587
Paba,722,5,3,2015,Yes,0,No,Cement,2,1,Yes,7,2379583
Rajpara,2120,2,2,2003,No,0,Yes,Marble,2,1,Yes,5,7908331
Boalia,2702,1,1,2021,No,2,No,Wood,2,1,Yes,6,9158415
Shah Makhdum,1786,5,2,2009,Yes,2,No,Wood,1,1,No,3,5559106
Rajpara,2322,5,2,2005,No,2,No,Marble,1,1,No,6,9707490
Rajpara,1662,2,2,2008,No,2,No,Wood,1,1,Yes,7,7162020
Paba,1706,4,1,2013,No,0,Yes,Tile,2,1,No,8,4794332
Motihar,2330,4,1,2003,Yes,2,No,Wood,2,1,Yes,2,9232332
Motihar,1145,1,3,2018,No,1,Yes,Tile,2,1,No,2,4707453
Rajpara,2760,3,2,2003,No,0,No,Tile,2,1,Yes,6,10203820
Boalia,2877,2,3,2000,No,0,Yes,Marble,1,1,Yes,8,10341497
Shah Makhdum,1910,2,3,2000,Yes,0,Yes,Wood,1,1,Yes,5,5748194
Shah Makhdum,754,5,1,2013,Yes,1,Yes,Tile,2,1,Yes,1,2384396
Boalia,2812,5,3,2011,Yes,0,No,Wood,2,1,No,1,9107410
Rajpara,1862,2,2,2010,No,1,Yes,Tile,1,1,Yes,10,7721519
Shah Makhdum,1962,3,3,1995,Yes,2,No,Cement,2,1,No,9,6154559
Motihar,1537,4,1,2003,No,0,Yes,Marble,2,1,Yes,4,5919159
Boalia,1111,1,1,1998,Yes,1,Yes,Marble,2,1,Yes,10,3906808
Paba,1531,4,1,2014,No,0,No,Marble,1,1,Yes,1,4771194
Rajpara,2913,1,2,2004,No,2,No,Tile,1,1,Yes,8,12573855
Boalia,786,3,3,2017,Yes,0,Yes,Cement,2,1,No,2,2629818
Shah Makhdum,2445,2,2,2003,Yes,2,Yes,Tile,1,1,Yes,2,7972917
Rajpara,2302,3,1,2002,Yes,0,No,Marble,2,1,Yes,1,9343848
Motihar,990,2,2,2020,No,1,No,Tile,2,1,Yes,1,3622915
Rajpara,1883,5,1,1994,No,2,No,Marble,1,1,Yes,9,7531376
Rajpara,1254,1,2,2008,Yes,0,Yes,Wood,2,1,No,1,4554982
Motihar,2339,5,2,1997,No,2,No,Tile,2,1,Yes,6,8758313
Motihar,775,2,3,2002,Yes,2,Yes,Wood,1,1,No,7,2809840
Rajpara,1363,1,3,2006,Yes,1,No,Tile,2,1,Yes,4,5848879
Motihar,1530,1,1,2021,Yes,1,No,Marble,2,1,Yes,5,5648640
Boalia,1823,5,3,1994,No,1,No,Wood,2,1,No,4,5987728
Motihar,1310,1,3,1998,Yes,1,No,Tile,1,1,Yes,4,5007540
Motihar,1685,2,2,1990,Yes,2,No,Marble,2,1,Yes,10,6801221
Rajpara,1950,2,1,2004,Yes,2,Yes,Tile,1,1,Yes,1,7572311
Boalia,2529,5,2,2021,Yes,0,Yes,Wood,2,1,Yes,6,9465493
Paba,880,3,2,2017,No,0,No,Tile,2,1,No,10,2548196
Paba,2563,2,3,2006,Yes,0,No,Tile,2,1,Yes,10,8051302
Shah Makhdum,2385,2,3,2000,Yes,1,Yes,Wood,2,1,No,7,7044719
Motihar,2874,1,1,2012,No,2,No,Marble,1,1,Yes,7,9964940
Motihar,1681,1,3,2015,Yes,2,No,Tile,1,1,Yes,8,6691317
Boalia,1076,2,2,1994,No,0,No,Tile,2,1,Yes,7,3666877
Paba,1315,5,3,2015,No,0,No,Cement,2,1,Yes,6,3860573
Shah Makhdum,842,3,1,1995,Yes,2,No,Cement,2,1,No,8,2734359
Boalia,1535,1,1,2002,No,1,Yes,Marble,2,1,Yes,3,5895641
Motihar,2123,1,2,2014,Yes,0,No,Wood,2,1,Yes,9,7537387
Paba,1437,3,2,1991,No,0,No,Marble,2,1,No,3,4138434
Shah Makhdum,1945,1,3,2003,No,2,Yes,Marble,2,1,No,4,6409106
Rajpara,2628,5,1,2006,Yes,2,No,Marble,2,1,Yes,10,10934505
Paba,2032,1,2,2014,No,0,No,Tile,1,1,No,6,6347332
Shah Makhdum,2990,1,3,2016,No,0,Yes,Tile,1,1,Yes,8,9750567
Boalia,839,2,3,2013,No,1,Yes,Marble,1,1,Yes,3,2988349
Rajpara,738,5,3,2022,No,1,Yes,Marble,2,1,Yes,10,2744242
Shah Makhdum,1019,5,2,2016,No,1,No,Cement,2,1,Yes,6,3479029
Shah Makhdum,2184,2,2,2020,Yes,1,No,Wood,2,1,Yes,5,6302354
Motihar,903,4,3,2004,Yes,0,No,Marble,1,1,Yes,5,3374834
Paba,2762,3,3,1990,No,0,No,Cement,2,1,Yes,5,7814376
Motihar,2990,5,2,2000,Yes,0,No,Marble,1,1,No,9,10462902
Rajpara,1874,4,1,2004,No,1,No,Wood,2,1,No,7,7225380
Shah Makhdum,2626,3,3,2022,Yes,0,No,Marble,1,1,No,9,8667375
Motihar,606,5,1,2021,Yes,2,Yes,Wood,1,1,Yes,9,2301456
Paba,2826,1,1,2014,Yes,1,No,Tile,1,1,Yes,6,9111350
Rajpara,1768,5,2,2022,No,2,No,Wood,2,1,Yes,6,7212995
Boalia,1015,3,2,2018,No,1,Yes,Marble,1,1,Yes,4,3377101
Motihar,1744,4,1,1997,No,0,No,Cement,2,1,Yes,8,6647374
Rajpara,1747,1,2,2000,Yes,1,No,Tile,2,1,Yes,2,6606994
Boalia,749,3,1,2002,No,2,No,Cement,2,1,No,5,2453019
Motihar,2403,3,1,1994,Yes,1,No,Marble,2,1,Yes,1,9962394
Rajpara,1438,5,2,2008,No,2,Yes,Tile,2,1,Yes,10,5715224
Rajpara,2648,2,2,2010,No,0,No,Cement,1,1,Yes,2,10912319
Motihar,2296,2,3,1992,Yes,2,Yes,Marble,2,1,Yes,1,9376424
Rajpara,843,1,2,2015,No,0,Yes,Cement,2,1,Yes,6,3252076
Shah Makhdum,2510,3,3,2022,No,2,No,Wood,2,1,Yes,2,8496290
Motihar,2021,4,2,2019,Yes,0,No,Wood,2,1,Yes,4,8123426
Rajpara,1874,1,2,2011,No,2,No,Marble,2,1,Yes,5,7981758
Boalia,1478,1,2,1994,No,0,No,Cement,1,1,Yes,7,4851720
Boalia,1920,5,2,2008,Yes,0,No,Marble,1,1,No,10,7342057
Shah Makhdum,1576,4,1,1998,Yes,0,No,Cement,2,1,No,1,4816035
Motihar,2123,3,2,2013,No,2,No,Tile,1,1,Yes,5,8514035
Rajpara,1738,3,1,2001,No,2,Yes,Marble,1,1,Yes,4,6482470
Rajpara,2648,3,2,2016,No,0,Yes,Marble,2,1,No,7,11490682
Boalia,1152,1,2,2010,No,1,No,Cement,1,1,Yes,10,3973814
Shah Makhdum,1081,5,1,2021,No,0,No,Marble,2,1,Yes,7,3575881
Boalia,1199,1,2,2022,No,1,Yes,Tile,1,1,Yes,8,4490415
Boalia,2982,2,3,2006,No,0,Yes,Cement,1,1,Yes,4,9982753
Shah Makhdum,1764,2,3,1994,No,2,Yes,Cement,1,1,No,4,5519480
Motihar,1182,3,2,2009,Yes,1,No,Cement,2,1,No,10,4323963
Rajpara,736,5,3,2012,Yes,2,Yes,Tile,1,1,Yes,5,2816154
Motihar,1603,3,3,1993,Yes,1,Yes,Tile,1,1,Yes,5,6103950
Paba,2582,3,3,2015,No,1,No,Marble,2,1,Yes,3,7818417
Paba,2234,1,3,2019,No,1,No,Cement,2,1,Yes,5,6134773
Paba,1286,3,1,2018,Yes,1,No,Tile,1,1,No,5,3991712
Shah Makhdum,2814,3,1,1999,Yes,2,No,Wood,2,1,Yes,8,8860725
Boalia,2033,5,1,2009,No,1,Yes,Marble,1,1,Yes,7,7669839
Motihar,2392,5,3,2013,Yes,0,No,Tile,1,1,No,8,9790448
Rajpara,1509,5,3,2002,No,0,No,Tile,2,1,No,5,6301696
Paba,2359,3,1,2012,No,1,No,Tile,2,1,No,2,7577744
Motihar,2634,5,3,1999,No,2,No,Marble,2,1,Yes,8,10855005
Paba,1441,5,1,2011,Yes,2,No,Tile,1,1,Yes,9,4389858
Paba,2712,4,1,2003,Yes,1,Yes,Tile,2,1,Yes,2,8903886
Rajpara,2204,4,1,2014,No,2,No,Wood,1,1,Yes,1,9618959
Shah Makhdum,1937,2,3,2007,No,2,Yes,Wood,2,1,No,6,5714779
Boalia,714,1,1,2009,No,2,No,Wood,1,1,Yes,3,2510372
Shah Makhdum,1168,1,2,2017,Yes,1,No,Tile,2,1,No,1,3449406
Motihar,2153,5,1,1997,No,0,No,Wood,1,1,Yes,6,8482694
Shah Makhdum,1094,2,1,1994,No,0,No,Cement,2,1,No,8,3686535
Motihar,1421,2,2,2010,No,0,No,Wood,1,1,Yes,9,5815236
Motihar,2849,4,3,2009,No,0,No,Wood,2,1,No,6,11151006
Boalia,2208,2,1,2005,Yes,0,No,Tile,2,1,Yes,6,7656891
Rajpara,1159,3,2,2009,Yes,2,No,Cement,1,1,Yes,1,4316984
Boalia,1641,5,3,2014,No,2,No,Wood,2,1,No,5,5312856
Shah Makhdum,2069,3,2,1996,No,2,No,Tile,1,1,Yes,3,6601821
Motihar,939,1,1,2014,Yes,1,No,Cement,1,1,Yes,7,3805519
Paba,2154,4,2,1999,Yes,2,No,Wood,2,1,No,9,6786028
Paba,1211,3,3,2005,No,0,No,Tile,1,1,Yes,6,3909690
Motihar,2763,5,1,1993,Yes,2,No,Cement,2,1,Yes,5,11152442
Boalia,2481,3,2,1999,Yes,0,No,Wood,2,1,Yes,7,8171983
Rajpara,673,3,3,2020,No,2,No,Cement,1,1,No,9,2530654
Boalia,2763,2,3,2001,No,0,No,Cement,2,1,Yes,5,9589293
Motihar,2309,4,1,2009,No,2,Yes,Tile,1,1,Yes,5,8232227
Motihar,2361,1,1,2021,Yes,0,No,Marble,1,1,Yes,10,8411016
Rajpara,2292,5,1,1991,No,0,No,Cement,2,1,Yes,4,8742199
Shah Makhdum,2634,5,1,2000,No,1,Yes,Cement,2,1,Yes,5,7623962
Shah Makhdum,1845,1,2,2009,No,2,No,Cement,1,1,Yes,7,5988241
Rajpara,725,5,3,2012,No,0,No,Cement,1,1,Yes,3,2840031
Shah Makhdum,1256,2,1,2002,Yes,2,No,Cement,2,1,Yes,4,3808108
Paba,1799,3,1,2006,Yes,0,No,Marble,2,1,Yes,9,5002181
Shah Makhdum,2596,2,1,1999,Yes,1,No,Tile,2,1,Yes,2,8233847
Shah Makhdum,1590,2,2,2003,Yes,1,No,Marble,2,1,Yes,8,5191752
Shah Makhdum,1458,2,3,2008,No,1,Yes,Tile,1,1,Yes,9,5107224
Paba,2121,1,3,2021,No,1,No,Marble,2,1,Yes,5,6049716
Shah Makhdum,2732,4,1,2022,No,0,No,Tile,1,1,Yes,7,7914206
Paba,2499,1,3,2014,No,2,No,Wood,1,1,Yes,6,7850881
Rajpara,2006,1,2,2014,Yes,1,No,Cement,2,1,No,1,7599000
Boalia,1232,2,3,2003,No,1,Yes,Tile,1,1,Yes,8,4298428
Rajpara,2264,4,1,2013,Yes,1,No,Tile,2,1,Yes,9,9614257
Boalia,2086,1,3,2002,Yes,2,No,Cement,1,1,Yes,10,6624893
Rajpara,1294,4,2,1991,Yes,0,Yes,Wood,2,1,Yes,1,4804900
Boalia,1528,2,2,2004,No,0,No,Cement,1,1,No,8,4918209
Boalia,715,1,3,1991,No,0,No,Tile,1,1,Yes,3,2369230
Motihar,1631,4,3,2014,Yes,0,No,Tile,2,1,Yes,6,5792503
Boalia,1841,5,1,1994,Yes,2,No,Cement,2,1,Yes,10,6207154
Boalia,2342,1,1,1994,No,2,Yes,Marble,1,1,Yes,8,8600791
Motihar,2213,1,1,1997,Yes,2,No,Cement,1,1,Yes,5,7639677
Shah Makhdum,2503,1,3,2003,No,1,Yes,Tile,2,1,Yes,8,7326803
Shah Makhdum,903,4,2,2018,No,2,No,Tile,1,1,No,7,2926774
Motihar,2090,3,2,2019,No,0,No,Tile,2,1,Yes,7,7974180
Paba,2575,1,3,1993,No,2,No,Wood,1,1,Yes,7,7684945
Boalia,687,5,2,1996,No,1,No,Cement,2,1,Yes,9,2412150
Boalia,1633,5,2,2015,No,0,Yes,Wood,1,1,Yes,6,5992174
Motihar,907,2,3,2021,No,2,No,Cement,2,1,Yes,6,3499066
Motihar,1401,3,2,2022,No,0,No,Wood,2,1,Yes,9,5277986
Paba,763,3,3,2013,Yes,0,No,Marble,1,1,Yes,6,2097525
Shah Makhdum,1595,4,1,1990,No,2,Yes,Tile,2,1,Yes,7,5588646
Rajpara,1958,2,2,2018,No,2,No,Tile,1,1,No,7,7423692
Shah Makhdum,2665,4,3,2010,No,1,No,Cement,2,1,Yes,2,9157635
Boalia,1694,2,2,2012,No,2,No,Tile,2,1,No,8,5785491
Motihar,1798,3,2,1994,No,2,No,Wood,2,1,Yes,6,7083745
Paba,2477,4,1,2019,Yes,2,No,Marble,1,1,Yes,4,7362827
Shah Makhdum,2423,2,3,2007,No,0,No,Wood,2,1,No,7,7527447
Paba,1410,3,1,1995,No,1,No,Wood,1,1,Yes,8,4326702
Shah Makhdum,2986,3,2,1994,No,0,Yes,Cement,2,1,No,1,9624200
Boalia,2895,1,2,2007,No,2,No,Tile,1,1,No,10,9590274
